City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
424,bandar-e genaveh,29.5791,50.517,95.02,48,3,10.31,IR,1691252704
425,el aioun,34.5832,-2.5061,97.92,17,0,9.31,MA,1691252704
426,porto seguro,-16.4497,-39.0647,81.12,54,40,10.36,BR,1691252704
427,holualoa,19.6228,-155.9522,71.78,81,20,1.01,US,1691252696
428,bonthe,7.5264,-12.505,81.19,79,68,12.1,SL,1691252705
429,kerikeri,-35.2268,173.9474,45.91,91,49,1.21,NZ,1691252705
430,san sebastian de la gomera,28.0916,-17.1133,82.38,57,20,13.8,ES,1691252705
431,bokani,9.4333,5.2,81.16,84,92,5.41,NG,1691252705
432,mirnyy,62.5353,113.9611,58.05,68,2,5.44,RU,1691252706
433,sao vicente,-23.9631,-46.3919,89.78,65,0,5.75,BR,1691252706
434,matoury,4.8483,-52.3317,89.56,62,20,5.75,GF,1691252706
435,muroto-misakicho,33.2833,134.15,81.57,84,9,9.89,JP,1691252706
436,northam,51.0333,-4.2167,63.66,83,64,28.43,GB,1691252707
437,ryotsu-minato,38.0833,138.4333,81.5,83,3,3.56,JP,1691252707
438,dhidhdhoo,6.8833,73.1,83.41,77,99,13.06,MV,1691252707
439,alofi,-19.0595,-169.9187,71.49,100,100,3.44,NU,1691252692
440,comodoro rivadavia,-45.8667,-67.5,53.46,40,0,21.85,AR,1691252635
441,zhanaozen,43.3,52.8,93.11,24,4,6.78,KZ,1691252708
442,inyati,-19.6756,28.8469,64.33,32,15,2.68,ZW,1691252708
443,nizhneudinsk,54.9076,99.0276,53.82,94,11,2.26,RU,1691252708
444,lubao,14.9167,120.55,82.47,90,72,6.08,PH,1691252709
445,maloye ganyushkino,46.6,49.2667,87.89,42,6,10.85,KZ,1691252709
446,fortaleza,-3.7227,-38.5247,87.93,48,20,21.85,BR,1691252709
447,nobeoka,32.5833,131.6667,79.25,92,100,3.94,JP,1691252709
448,baruun-urt,46.6806,113.2792,59.9,82,100,11.52,MN,1691252710
449,pampa,35.5362,-100.9599,79.75,26,6,14.32,US,1691252710
450,nizhniy kuranakh,58.8353,125.4869,57.0,80,40,1.68,RU,1691252710
451,vila franca do campo,37.7167,-25.4333,75.61,65,100,7.72,PT,1691252710
452,huambo,-12.7761,15.7392,76.8,18,0,8.05,AO,1691252711
453,xai-xai,-25.0519,33.6442,67.37,68,57,7.78,MZ,1691252711
454,capitao poco,-1.7464,-47.0594,92.34,47,20,3.87,BR,1691252711
455,remire-montjoly,4.9167,-52.2667,89.64,62,20,5.75,GF,1691252676
456,whitecourt,54.1502,-115.6855,60.04,82,40,4.61,CA,1691252712
457,sandnessjoen,66.0217,12.6316,57.72,69,38,4.47,NO,1691252712
458,camrose,53.0168,-112.8353,60.33,65,0,8.28,CA,1691252712
459,selfoss,63.9331,-20.9971,61.05,72,99,11.21,IS,1691252712
460,kimbe,-5.5502,150.1429,76.01,75,93,10.6,PG,1691252713
461,hotan,37.0997,79.9269,89.38,23,55,5.37,CN,1691252679
462,karpenisi,38.9167,21.7833,75.02,51,3,7.0,GR,1691252713
463,tejupilco de hidalgo,18.9,-100.15,74.71,69,100,2.8,MX,1691252713
464,galle,6.0367,80.217,80.62,85,97,12.35,LK,1691252713
465,takoradi,4.8845,-1.7554,77.7,83,67,11.12,GH,1691252714
466,middelburg,-25.7751,29.4648,56.95,26,31,6.11,ZA,1691252467
467,mossel bay,-34.1831,22.146,64.33,74,18,5.08,ZA,1691252714
468,taltal,-25.4,-70.4833,62.94,70,8,5.82,CL,1691252714
469,al burayqah,30.4062,19.5739,90.82,45,0,10.2,LY,1691252715
470,tommot,58.9564,126.2925,56.07,77,82,2.51,RU,1691252715
471,catalao,-18.1658,-47.9464,86.63,15,12,7.54,BR,1691252715
472,ishigaki,24.3448,124.1572,84.33,84,75,10.36,JP,1691252687
473,kill devil hills,36.0307,-75.676,80.6,85,100,10.36,US,1691252716
474,santa ana,33.7456,-117.8678,80.94,78,40,3.44,US,1691252716
475,mandan,46.8267,-100.8896,70.02,75,20,9.22,US,1691252716
476,calvinia,-31.4707,19.776,66.15,32,63,9.71,ZA,1691252716
477,karratha,-20.7377,116.8463,74.43,47,3,7.63,AU,1691252506
478,yeroham,30.9872,34.9314,83.84,34,0,17.72,IL,1691252717
479,saint charles,38.7667,-90.7335,84.97,73,75,11.5,US,1691252717
480,qamdo,31.1667,97.2333,45.99,93,100,6.82,CN,1691252717
481,yinchuan,38.4681,106.2731,84.79,36,63,2.95,CN,1691252717
482,taguatinga,-12.3857,-46.5711,97.43,19,1,4.34,BR,1691252718
483,tralee,52.2704,-9.7026,61.05,77,75,10.36,IE,1691252587
484,kangding,30.0513,101.9603,61.86,99,99,2.53,CN,1691252718
485,mahanje,-9.9333,35.3333,65.77,69,88,2.75,TZ,1691252718
486,caluula,11.9661,50.7569,85.15,68,9,4.56,SO,1691252718
487,nyons,44.3333,5.1667,76.75,31,2,17.27,FR,1691252719
488,ta`u,-14.2336,-169.5144,80.58,74,85,10.4,AS,1691252719
489,fallsburg,41.732,-74.6013,78.53,57,55,5.1,US,1691252719
490,lupiro,-8.3833,36.6667,78.37,51,87,5.73,TZ,1691252719
491,marsa alam,25.0757,34.8918,91.74,45,3,7.87,EG,1691252720
492,forde,61.4522,5.8572,60.91,67,20,8.05,NO,1691252720
493,beni,0.5,29.4667,74.37,66,60,2.26,CD,1691252720
494,oxapampa,-10.5775,-75.4017,72.1,52,20,4.68,PE,1691252721
495,knyaze-volkonskoye,48.4642,135.4567,59.34,92,100,6.51,RU,1691252721
496,bredy,52.4153,60.3411,71.74,67,55,7.83,RU,1691252721
497,tasqala,51.1167,50.3167,88.84,33,52,4.61,KZ,1691252721
498,brookings,44.3114,-96.7984,75.11,89,98,4.0,US,1691252699
499,taghazout,30.5426,-9.7112,79.57,72,20,5.75,MA,1691252722
500,heze,35.2431,115.4411,79.02,94,92,3.53,CN,1691252722
501,illizi,26.4833,8.4667,112.8,6,0,13.27,DZ,1691252722
502,east london,-33.0153,27.9116,67.14,59,0,6.91,ZA,1691252723
503,al jawf,29.5,38.75,96.57,9,0,13.29,SA,1691252723
504,maxixe,-23.8597,35.3472,67.82,88,20,3.44,MZ,1691252723
505,igrim,63.1906,64.4162,75.94,52,39,4.97,RU,1691252724
506,sao felix do xingu,-6.6447,-51.995,95.86,29,83,1.68,BR,1691252724
507,parkes,-33.1333,148.1833,50.36,89,80,3.51,AU,1691252724
508,priozersk,61.0393,30.1291,74.08,80,45,7.0,RU,1691252690
509,gwadar,25.1216,62.3254,81.84,78,72,10.25,PK,1691252725
510,rabaul,-4.1967,152.1721,78.19,77,95,20.71,PG,1691252725
511,kegeyli shahar,42.7767,59.6078,82.49,28,90,13.62,UZ,1691252725
512,darnah,32.767,22.6367,83.52,64,0,7.92,LY,1691252725
513,saint-joseph,-21.3667,55.6167,70.18,82,49,17.63,RE,1691252725
514,tabou,4.423,-7.3528,78.21,78,100,10.36,CI,1691252726
515,valle de la pascua,9.2155,-66.0073,84.67,72,7,5.23,VE,1691252726
516,montevideo,-34.8335,-56.1674,59.02,44,0,11.5,UY,1691252671
517,mascoutah,38.4903,-89.7932,84.07,85,100,8.05,US,1691252726
518,tabas,33.5959,56.9244,102.42,11,0,4.61,IR,1691252727
519,heunghae,36.1125,129.3522,78.8,82,0,2.21,KR,1691252727
520,sen monorom,12.45,107.2,70.39,90,97,5.53,KH,1691252727
521,jaleshwar,26.6471,85.8008,82.67,83,100,8.81,NP,1691252727
522,segbwema,7.9967,-10.9496,80.29,87,66,4.27,SL,1691252728
523,urumqi,43.801,87.6005,85.15,29,20,2.24,CN,1691252557
524,colonia,50.9333,6.95,66.42,83,20,3.44,DE,1691252544
525,darlington,54.5243,-1.5504,57.42,84,75,16.11,GB,1691252728
526,el tigre,8.8875,-64.2454,89.08,52,24,9.84,VE,1691252729
527,celestun,20.8667,-90.4,87.71,60,12,2.93,MX,1691252729
528,petauke,-14.2426,31.3253,73.4,38,52,8.95,ZM,1691252729
529,vadso,70.0744,29.7487,55.56,88,40,4.61,NO,1691252729
530,sibundoy,1.2048,-76.9237,74.86,94,89,4.63,CO,1691252729
531,gaspe,48.8334,-64.4819,62.82,100,100,6.91,CA,1691252730
532,lompoc,34.6391,-120.4579,75.85,86,100,18.99,US,1691252696
533,bushehr,28.9684,50.8385,95.09,63,0,4.61,IR,1691252730
534,arkalyk,50.2486,66.9114,74.28,50,62,10.78,KZ,1691252730
535,morehead city,34.7229,-76.726,82.4,84,100,9.22,US,1691252730
536,coxen hole,16.3244,-86.5366,87.08,70,0,17.27,HN,1691252731
537,ostroleka,53.0862,21.5757,66.92,92,100,13.11,PL,1691252731
538,aral,40.5156,81.2636,88.7,22,17,12.21,CN,1691252731
539,kochubey,44.3861,46.5825,85.44,44,0,9.69,RU,1691252731
540,cidreira,-30.1811,-50.2056,65.46,84,55,6.35,BR,1691252732
541,prado,-17.3411,-39.2208,77.29,55,0,7.38,BR,1691252732
542,changyon,38.2508,125.0961,76.55,92,65,2.15,KP,1691252732
543,pedernales,18.0384,-71.744,90.61,56,24,6.33,DO,1691252732
544,horten,59.4155,10.4853,68.83,67,100,16.11,NO,1691252733
545,humaita,-7.5061,-63.0208,100.18,24,6,4.21,BR,1691252733
546,dzhalagash,45.0833,64.6667,84.33,36,100,9.57,KZ,1691252733
547,katsuura,35.1333,140.3,79.86,87,0,10.92,JP,1691252733
548,langepas,61.2544,75.2124,63.57,54,18,7.65,RU,1691252733
549,belyy yar,53.6039,91.3903,66.09,94,0,0.0,RU,1691252734
550,vikulovo,56.8167,70.6107,66.76,94,75,8.41,RU,1691252734
551,lastoursville,-0.8143,12.7287,91.76,33,55,2.26,GA,1691252734
552,galveston,29.3669,-94.9669,98.1,62,0,13.8,US,1691252595
553,crateus,-5.1783,-40.6775,94.71,28,57,5.23,BR,1691252735
554,hats'avan,39.4641,45.9705,64.11,67,5,7.92,AM,1691252735
555,moroni,-11.7022,43.2551,78.8,69,20,8.05,KM,1691252735
556,dharchula,29.85,80.5333,74.59,98,100,1.97,IN,1691252735
557,goundam,16.4145,-3.6708,95.85,37,98,5.14,ML,1691252735
558,polyarnyy,69.1989,33.4478,52.02,94,100,16.37,RU,1691252736
559,sola,-13.8833,167.55,76.6,84,100,17.05,VU,1691252736
560,ulladulla,-35.35,150.4667,55.51,72,100,11.07,AU,1691252736
561,esil,51.9556,66.4042,76.62,49,73,6.82,KZ,1691252736
562,mejit,10.2753,170.8646,82.2,70,100,14.7,MH,1691252737
563,indramayu,-6.3264,108.32,78.55,73,2,6.13,ID,1691252737
564,juneau,58.3019,-134.4197,67.1,96,75,0.0,US,1691252737
565,gamba,-2.65,10.0,73.29,76,71,9.78,GA,1691252737
566,tambura,5.6,27.4667,71.85,94,100,5.26,SS,1691252737
567,nahiyat ash shinafiyah,31.5874,44.6602,108.46,11,0,6.46,IQ,1691252738
568,boundiali,9.5217,-6.4869,84.31,65,66,5.3,CI,1691252738
569,menaka,15.9182,2.4022,102.24,28,67,11.59,ML,1691252738
570,bitam,2.076,11.5007,76.8,78,99,3.74,GA,1691252738
571,villa gesell,-37.2639,-56.973,57.06,55,68,8.55,AR,1691252738
572,betio village,1.358,172.9211,82.44,75,5,11.07,KI,1691252739
